x,y,nx_in_y,nx_not_in_y,not_nx_in_y,not_nx_not_in_y,oddsr,p,p_adj_bh
[1428]Hex(1)Pent(2),α-helix,0,15,45878,88105,0.0,0.011648701893048485,0.052726168402919986
[1431]Hex(1)NeuAc(1),α-helix,1,18,45877,88102,0.10668865783629172,0.015516289257763065,0.06206515703105226
[1432]Hex(1)NeuGc(1),α-helix,2,20,45876,88100,0.19203941058505536,0.023742834324305673,0.08363147612740505
[1433]HexNAc(3),α-helix,3,23,45875,88097,0.25048311811396756,0.025560190594393215,0.08742326058372173
[1434]HexNAc(1)NeuAc(1),α-helix,3,23,45875,88097,0.25048311811396756,0.025560190594393215,0.08742326058372173
[1435]HexNAc(1)NeuGc(1),α-helix,3,18,45875,88102,0.32007992733878293,0.08968111007213964,0.20749747036298974
[1436]Hex(1)HexNAc(1)dHex(1)Me(1),ß-strand,4,25,23812,110157,0.7401780614816059,0.7505976572399946,0.866215389284297
[1436]Hex(1)HexNAc(1)dHex(1)Me(1),α-helix,7,22,45871,88098,0.6110872189004343,0.34177299589013466,0.5220610163758691
[1437]Hex(1)HexNAc(1)dHex(1)Me(2),α-helix,4,22,45874,88098,0.34916986052705634,0.06883777994180028,0.17468511899209532
[1438]Hex(2)HexNAc(1),α-helix,1,22,45877,88098,0.08728675688154294,0.005086432978274698,0.029278004460312895
[1439]Hex(1)HexA(1)HexNAc(1),α-helix,3,16,45875,88104,0.36009809264305176,0.14620641979750143,0.28398942446263653
[1440]Hex(2)HexNAc(1)Me(1),α-helix,4,20,45874,88100,0.38409556611588264,0.1097835427792585,0.2364496672398985
[1441]Hex(1)Pent(3),α-helix,2,17,45876,88103,0.22593641170828782,0.05279662712870715,0.14488376746947543
[1442]Hex(1)NeuAc(1)Pent(1),α-helix,1,21,45877,88099,0.09144430708613197,0.006715883173958875,0.03522107620120655
[1443]Hex(2)HexNAc(1)Sulf(1),α-helix,2,15,45876,88105,0.2560670793733833,0.08964168407631065,0.20749747036298974
[1444]Hex(2)NeuAc(1),ß-strand,3,27,23813,110155,0.5139816253493656,0.381553402460838,0.5751870828312367
[1444]Hex(2)NeuAc(1),α-helix,3,27,45875,88093,0.21336481986073266,0.009169073347177816,0.04472927822505427
[1445]dHex(2)Hex(2),unassigned,13,18,22224,111743,3.631356991440685,0.00038319233858027636,0.004842763037796835
[1445]dHex(2)Hex(2),ß-strand,1,30,23815,110152,0.15417733921198123,0.059556295745902786,0.15971915677310292
[1445]dHex(2)Hex(2),α-helix,7,24,45871,88096,0.5601505671702528,0.23851194801178383,0.402062998077007
[1446]dHex(1)Hex(2)HexA(1),α-helix,1,17,45877,88103,0.11296574343929869,0.020540580359075484,0.07673542748520226
[1447]Hex(1)HexNAc(2)Sulf(1),α-helix,1,14,45877,88106,0.13717735933661124,0.0478793354869789,0.13696391727184265
[1448]Hex(4),α-helix,3,19,45875,88101,0.3032301735264592,0.0699990311104583,0.17668204643923163
[1450]Hex(2)HexNAc(2)NeuAc(1),α-helix,2,15,45876,88105,0.2560670793733833,0.08964168407631065,0.20749747036298974
[1563]Hex(1)HexNAc(1)NeuGc(1),α-helix,2,19,45876,88101,0.2021490424990019,0.031005412276271734,0.10233954261818362
[1564]dHex(1)Hex(2)HexNAc(1),unassigned,11,21,22226,111740,2.633423746534518,0.013656176113206851,0.058069505634537236
[1564]dHex(1)Hex(2)HexNAc(1),ß-strand,3,29,23813,110153,0.47852592831791385,0.31170451440680486,0.4953687905724306
[1564]dHex(1)Hex(2)HexNAc(1),α-helix,7,25,45871,88095,0.537738440408973,0.19784236809017464,0.35238338769268845
[1566]Hex(3)HexNAc(1),α-helix,1,14,45877,88106,0.13717735933661124,0.0478793354869789,0.13696391727184265
[1568]HexNAc(2)NeuAc(1),α-helix,1,27,45877,88093,0.07111850608591895,0.0012774433887481717,0.011822613323316413
[1570]HexNAc(1)Kdn(2),α-helix,0,18,45878,88102,0.0,0.004906792232741335,0.028950074173173877
[1571]Hex(3)HexNAc(1)Me(1),α-helix,0,20,45878,88100,0.0,0.0027764567083829947,0.019621481777112877
[1573]HexNAc(2)NeuGc(1),α-helix,0,18,45878,88102,0.0,0.004906792232741335,0.028950074173173877
[1575]Hex(4)Phos(1),α-helix,1,15,45877,88105,0.1280307488865154,0.036080504162238916,0.11353331976384513
[1578]Hex(1)HexA(1)HexNAc(2),α-helix,2,14,45876,88106,0.2743606990271913,0.11661924136075688,0.24248582344615527
[1579]dHex(1)Hex(2)HexNAc(1)Sulf(1),α-helix,0,16,45878,88104,0.0,0.008718105618153702,0.044246729588909114
[1580]dHex(1)HexNAc(3),α-helix,3,16,45875,88104,0.36009809264305176,0.14620641979750143,0.28398942446263653
[1581]dHex(1)Hex(1)HexNAc(1)Kdn(1),ß-strand,3,26,23813,110156,0.5337549948476753,0.4215989281682221,0.6066911405347586
[1581]dHex(1)Hex(1)HexNAc(1)Kdn(1),α-helix,3,26,45875,88094,0.22157367428212116,0.011862196538735223,0.05282034685172665
[1584]dHex(2)Hex(3),α-helix,0,17,45878,88103,0.0,0.006535642691899011,0.034660936523329584
[1586]dHex(2)Hex(2)HexA(1),α-helix,1,14,45877,88106,0.13717735933661124,0.0478793354869789,0.13696391727184265
[1587]dHex(1)Hex(1)HexNAc(2)Sulf(1),α-helix,0,15,45878,88105,0.0,0.011648701893048485,0.052726168402919986
[1588]dHex(1)Hex(1)HexNAc(1)NeuAc(1),α-helix,3,17,45875,88103,0.3389120051290271,0.11465055552723745,0.24248582344615527
[1590]Hex(5),α-helix,2,15,45876,88105,0.2560670793733833,0.08964168407631065,0.20749747036298974
[1591]HexNAc(4),α-helix,2,20,45876,88100,0.19203941058505536,0.023742834324305673,0.08363147612740505
[1592]HexNAc(1)NeuGc(2),α-helix,2,16,45876,88104,0.24006016217630133,0.06882631052844507,0.17468511899209532
[1593]dHex(1)Hex(1)HexNAc(1)NeuGc(1),α-helix,2,17,45876,88103,0.22593641170828782,0.05279662712870715,0.14488376746947543
[1594]dHex(2)Hex(2)HexNAc(1),α-helix,1,16,45877,88104,0.12002746474268151,0.027212444698389574,0.09109414111801334
[1596]dHex(1)Hex(3)HexNAc(1),α-helix,1,14,45877,88106,0.13717735933661124,0.0478793354869789,0.13696391727184265
[1598]Hex(1)HexNAc(3)Sulf(1),α-helix,2,14,45876,88106,0.2743606990271913,0.11661924136075688,0.24248582344615527
[1599]Hex(4)HexNAc(1),ß-strand,6,24,23810,110158,1.1566358672826544,0.9360517348370472,1.0
[1599]Hex(4)HexNAc(1),α-helix,2,28,45876,88092,0.13715855162363141,0.002785252709886786,0.019621481777112877
[1608]dHex(1)Hex(1)HexNAc(3),α-helix,2,17,45876,88103,0.22593641170828782,0.05279662712870715,0.14488376746947543
[1614]dHex(2)HexNAc(2)Kdn(1),α-helix,2,26,45876,88094,0.1477125629623668,0.004762320124776974,0.028950074173173877
[1616]dHex(1)HexNAc(4),α-helix,3,18,45875,88102,0.32007992733878293,0.08968111007213964,0.20749747036298974
[1617]Hex(1)HexNAc(1)NeuAc(1)NeuGc(1),α-helix,1,18,45877,88102,0.10668865783629172,0.015516289257763065,0.06206515703105226
[1618]dHex(1)Hex(1)HexNAc(2)Kdn(1),α-helix,0,27,45878,88093,0.0,0.0003898834649073723,0.004842763037796835
[1628]HexNAc(5),α-helix,2,18,45876,88102,0.21338196684783134,0.040471175037052456,0.12404152349018674
[1640]dHex(1)Hex(3)HexA(1)HexNAc(1)Sulf(1),α-helix,0,17,45878,88103,0.0,0.006535642691899011,0.034660936523329584
[1763]Hex(3)HexNAc(3),α-helix,2,13,45876,88107,0.29546872170466204,0.15149688953153317,0.2906769587759498
[1786]Hex(1)HexNAc(1)NeuAc(1)Ac(1),unassigned,5,26,22232,111735,0.9665122346167686,1.0,1.0
[1786]Hex(1)HexNAc(1)NeuAc(1)Ac(1),ß-strand,9,22,23807,110160,1.8929497435819105,0.16001301782699778,0.30323476698107077
[1786]Hex(1)HexNAc(1)NeuAc(1)Ac(1),α-helix,4,27,45874,88093,0.28449262795515573,0.020647032395382812,0.07673542748520226
[1843]PhosphoCytidine,unassigned,8,28,22229,111733,1.436129123474483,0.49421258065783025,0.6798324326077397
[1843]PhosphoCytidine,ß-strand,13,23,23803,110159,2.6157955975589484,0.007803260752251433,0.04003412038111605
[1843]PhosphoCytidine,α-helix,5,31,45873,88089,0.30972256503403855,0.016495141936469403,0.0643446859009385
[1848]Gluratylation,3₁₀-helix,27,593,6233,127145,0.9287765250993664,0.7799584467285953,0.8913810819755374
[1848]Gluratylation,IDR,19,601,2508,130870,1.6496495739424193,0.043943757562337364,0.1313893058525456
[1848]Gluratylation,PPII-helix,16,604,4481,128897,0.7619928735159932,0.33566666926369837,0.517760352589757
[1848]Gluratylation,bend,48,572,10578,122800,0.9741818023156651,0.9209878261949952,0.9993247217564086
[1848]Gluratylation,turn,82,538,15942,117436,1.1227679893517346,0.36133122513138693,0.5501559298774665
[1848]Gluratylation,unassigned,87,533,22150,111228,0.8196575455596542,0.09589239686090249,0.21552957770640943
[1848]Gluratylation,ß-bridge,4,616,1402,131976,0.6112603516312504,0.4282019664574135,0.6106082421990912
[1848]Gluratylation,ß-strand,152,468,23664,109714,1.5058150286345013,1.3655881052920363e-05,0.00023872503173994115
[1848]Gluratylation,α-helix,181,439,45697,87681,0.7911008647981008,0.009035037684073443,0.04472927822505427
[1849]hydroxyisobutyryl,ß-strand,8,21,23808,110161,1.7626888120839734,0.2544757107741782,0.4211794292573133
[1849]hydroxyisobutyryl,α-helix,6,23,45872,88097,0.5009989991052608,0.17957807234830175,0.32853042693177686
[1930]Pent(2),turn,4,38,16020,117936,0.7749260792430515,0.8037290160550601,0.9075600372679148
[1930]Pent(2),unassigned,21,21,22216,111740,5.029708318329132,1.9938193550125054e-08,6.273884903772684e-07
[1930]Pent(2),ß-strand,5,37,23811,110145,0.6251085405677821,0.42766790024613455,0.6106082421990912
[1930]Pent(2),α-helix,3,39,45875,88081,0.1476939844896248,0.00040231518500858163,0.004869045316001295
[1931]Pent(1)HexNAc(1),unassigned,11,20,22226,111741,2.765119679654459,0.009716499500960126,0.04666442201449279
[1931]Pent(1)HexNAc(1),ß-strand,4,27,23812,110155,0.685337613777056,0.6351766669064605,0.8016133336359608
[1931]Pent(1)HexNAc(1),α-helix,2,29,45876,88091,0.13242744309247417,0.00212996134397036,0.01763757463778965
[1932]Hex(2)Sulf(1),α-helix,1,18,45877,88102,0.10668865783629172,0.015516289257763065,0.06206515703105226
[1933]Hex(1)Pent(2)Me(1),α-helix,1,22,45877,88098,0.08728675688154294,0.005086432978274698,0.029278004460312895
[1934]HexNAc(2)Sulf(1),α-helix,1,16,45877,88104,0.12002746474268151,0.027212444698389574,0.09109414111801334
[1935]Hex(1)Pent(3)Me(1),α-helix,5,19,45873,88101,0.5054056565781729,0.2424256658186128,0.40576210732760726
[1936]Hex(2)Pent(2),α-helix,1,25,45877,88095,0.0768097303659786,0.0022169009397227215,0.017872531663754344
[1937]Hex(2)Pent(2)Me(1),α-helix,1,14,45877,88106,0.13717735933661124,0.0478793354869789,0.13696391727184265
[1990]CIGG,α-helix,5,19,45873,88101,0.5054056565781729,0.2424256658186128,0.40576210732760726
[1992]serotonylation,α-helix,10,7,45868,88113,2.7443035293824516,0.05998949011876039,0.15997197365002772
[2114]Lactylation,unassigned,7,31,22230,111730,1.1349237444313844,0.9326146924460137,1.0
[2114]Lactylation,ß-strand,12,26,23804,110156,2.1358272042190714,0.0439820133997928,0.1313893058525456
[2114]Lactylation,α-helix,8,30,45870,88090,0.5121139452074703,0.12302464488121745,0.25246796688667233
[2115]Pyruvoyl,ß-strand,4,25,23812,110157,0.7401780614816059,0.7505976572399946,0.866215389284297
[2115]Pyruvoyl,α-helix,7,22,45871,88098,0.6110872189004343,0.34177299589013466,0.5220610163758691
[2117]Itaconatyl,α-helix,6,14,45872,88106,0.8231538691514275,0.8698891116410922,0.9504343997560081
[2121]Hexanoyl,unassigned,8,33,22229,111728,1.2184792729126708,0.7701112119096098,0.8828875576485975
[2121]Hexanoyl,ß-strand,11,30,23805,110152,1.6966631660015403,0.18926810211673925,0.3422779471229921
[2121]Hexanoyl,α-helix,8,33,45870,88087,0.46554227692226385,0.0683281519359276,0.17468511899209532
