x,y,nx_in_y,nx_not_in_y,not_nx_in_y,not_nx_not_in_y,oddsr,p,p_adj_bh
[1]Acetyl,3₁₀-helix,2149,65521,264374,10157112,1.2601069233769984,7.378114596183613e-26,1.0378141357607032e-24
[1]Acetyl,IDR,11808,55862,2648426,7773060,0.6203889320657935,0.0,0.0
[1]Acetyl,PPII-helix,2339,65331,398546,10022940,0.9003836328993071,6.902854614819814e-07,3.1136020903948735e-06
[1]Acetyl,bend,4865,62805,626918,9794568,1.2102167819390124,2.034983676026512e-37,4.206731437162498e-36
[1]Acetyl,loop,326,67344,40359,10381127,1.245153228186388,9.218572845122332e-05,0.00031787807343263417
[1]Acetyl,turn,6380,61290,849202,9572284,1.1733717399680637,8.838859082263847e-34,1.6003976763843691e-32
[1]Acetyl,unassigned,8575,59095,935445,9486041,1.4714656593982725,1.0131627199866014e-245,1.2617582556711187e-243
[1]Acetyl,ß-bridge,501,67169,60285,10361201,1.2819458381839295,3.695871142510074e-08,1.8985028222994405e-07
[1]Acetyl,ß-strand,9259,58411,1229193,9192293,1.1854226554838232,6.210968150376209e-52,1.651729342490673e-50
[1]Acetyl,α-helix,21210,46460,3319448,7102038,0.97673912624341,0.0046992201956942295,0.012057396140308912
[1]Acetyl,π-helix,252,67418,43091,10378395,0.900260715102288,0.1029547718840478,0.17807827413277372
[3]Biotin,3₁₀-helix,82,2780,266441,10219853,1.1313908198770044,0.297010143001884,0.4213764351674409
[3]Biotin,IDR,406,2456,2659828,7826466,0.48641820470583785,7.469993580214374e-43,1.7103940457656768e-41
[3]Biotin,PPII-helix,101,2761,400784,10085510,0.9205395581126042,0.44210470994686724,0.5732317544410117
[3]Biotin,bend,205,2657,631578,9854716,1.203869539463825,0.011615810519183452,0.02697150000497986
[3]Biotin,loop,8,2854,40677,10445617,0.7198155107083116,0.43404459727712486,0.5662319145878896
[3]Biotin,turn,296,2566,855286,9631008,1.298958988287462,2.2519513041004095e-05,8.448540307668398e-05
[3]Biotin,unassigned,323,2539,943697,9542597,1.2863934800889687,2.2251701530110876e-05,8.354205000937217e-05
[3]Biotin,ß-bridge,33,2829,60753,10425541,2.0017593447549618,8.868946489168029e-05,0.00030743272758786117
[3]Biotin,ß-strand,407,2455,1238045,9248249,1.2384144090126854,7.085131946410722e-05,0.00024915071431386463
[3]Biotin,α-helix,992,1870,3339666,7146628,1.1351890858495692,0.0013281667637364857,0.0037907319707314122
[3]Biotin,π-helix,9,2853,43334,10442960,0.7602134924689584,0.49780520649910476,0.6269840612689761
[5]Carbamyl,3₁₀-helix,1586,48015,264937,10174618,1.2685329380455617,1.4038321679664818e-20,1.551508019401917e-19
[5]Carbamyl,IDR,6470,43131,2653764,7785791,0.4401038789576284,0.0,0.0
[5]Carbamyl,PPII-helix,1730,47871,399155,10040400,0.9090401065784088,0.00010528185968355386,0.00035981872526387286
[5]Carbamyl,bend,3397,46204,628386,9811169,1.147916312820526,1.0267250028871154e-14,8.191340413658766e-14
[5]Carbamyl,loop,144,49457,40541,10399014,0.7468483553397245,0.0005250689915157755,0.0016140892659118299
[5]Carbamyl,turn,5162,44439,850420,9589135,1.3097840281570519,3.608096825401607e-75,1.364662399296341e-73
[5]Carbamyl,unassigned,4730,44871,939290,9500265,1.0661821647241827,2.9880484676064113e-05,0.00010968350449747186
[5]Carbamyl,ß-bridge,316,49285,60470,10379085,1.1005034839279924,0.09620055679730186,0.1683774060767855
[5]Carbamyl,ß-strand,6244,43357,1232208,9207347,1.0761037794462254,6.686188167829858e-08,3.3536028275971764e-07
[5]Carbamyl,α-helix,19613,29988,3321045,7118510,1.4018800820428994,2.2414826438411514e-297,3.270002965557977e-295
[5]Carbamyl,π-helix,206,49395,43137,10396418,1.0051202544506215,0.96977117196985,1.0
[7]Deamidated,3₁₀-helix,881,31594,265642,10191039,1.0697764098743763,0.0506860506188087,0.09832939759104757
[7]Deamidated,IDR,6813,25662,2653421,7803260,0.7807604468105857,8.290718626921799e-74,3.0675658919610655e-72
[7]Deamidated,PPII-helix,1486,30989,399399,10057282,1.2074937789097338,1.4114882973702906e-12,9.995921284844249e-12
[7]Deamidated,bend,2313,30162,629470,9827211,1.1972111177587554,8.287029663762745e-17,7.555995261280817e-16
[7]Deamidated,loop,122,32353,40563,10416118,0.9683248932115635,0.756840682788628,0.8525101536110159
[7]Deamidated,turn,2565,29910,853017,9603664,0.9654954403865534,0.09025313964901724,0.16006687427852795
[7]Deamidated,unassigned,3411,29064,940609,9516072,1.1873395218388034,2.731419904458578e-21,3.1553461611234165e-20
[7]Deamidated,ß-bridge,273,32202,60513,10396168,1.456479600502592,6.714367806531075e-10,3.981830664360937e-09
[7]Deamidated,ß-strand,3644,28831,1234808,9221873,0.9439269041536387,0.0010784780294318386,0.0031502910859719496
[7]Deamidated,α-helix,10882,21593,3329776,7126905,1.078652831582094,1.3133657576462425e-10,8.158206275598193e-10
[7]Deamidated,π-helix,76,32399,43267,10413414,0.5645707027314141,5.782345027325147e-07,2.6267485506692347e-06
[21]Phospho,3₁₀-helix,2881,151586,263642,10071047,0.7260126541779626,8.766096312728553e-65,2.81507470269132e-63
[21]Phospho,IDR,90875,63592,2569359,7765330,4.318938965346231,0.0,0.0
[21]Phospho,PPII-helix,6181,148286,394704,9939985,1.0497183634708076,0.00021351803803930776,0.000696628180337831
[21]Phospho,bend,8088,146379,623695,9710994,0.8603076604640342,3.546697889228739e-39,7.577171306444327e-38
[21]Phospho,loop,1069,153398,39616,10295073,1.8109931821384586,1.83064455510584e-83,7.725017436669768e-82
[21]Phospho,turn,8220,146247,847362,9487327,0.6293029056843932,0.0,0.0
[21]Phospho,unassigned,8538,145929,935482,9399207,0.5878551439830025,0.0,0.0
[21]Phospho,ß-bridge,505,153962,60281,10274408,0.5590545591974936,1.5151182450412277e-39,3.2780482030425883e-38
[21]Phospho,ß-strand,7311,147156,1231141,9103548,0.3673683193335438,0.0,0.0
[21]Phospho,α-helix,20572,133895,3320086,7014603,0.3246130082305741,0.0,0.0
[21]Phospho,π-helix,140,154327,43203,10291486,0.2160977794556079,4.877485704129279e-88,2.2039329208216015e-86
[23]Dehydrated,3₁₀-helix,1331,40093,265192,10182540,1.2746918457724348,3.4627375934249814e-18,3.4066932855545196e-17
[23]Dehydrated,IDR,8402,33022,2651832,7795900,0.7479964846451591,3.347911430085167e-125,2.110424168149983e-123
[23]Dehydrated,PPII-helix,1491,39933,399394,10048338,0.9393737157500172,0.018561528154191893,0.040921918288127725
[23]Dehydrated,bend,3500,37924,628283,9819449,1.4424000092642446,5.993042287177386e-96,3.029749892903736e-94
[23]Dehydrated,loop,230,41194,40455,10407277,1.4363450423952664,5.006569910154296e-08,2.5487084707126454e-07
[23]Dehydrated,turn,3864,37560,851718,9596014,1.159061769886232,2.866320374322934e-18,2.8363239983125774e-17
[23]Dehydrated,unassigned,5987,35437,938033,9509699,1.7127775558377896,0.0,0.0
[23]Dehydrated,ß-bridge,379,41045,60407,10387325,1.5877985544287663,2.729493333508917e-19,2.885464381137998e-18
[23]Dehydrated,ß-strand,6099,35325,1232353,9215379,1.291084113591595,8.577783027721666e-76,3.268519413399017e-74
[23]Dehydrated,α-helix,10021,31403,3330637,7117095,0.6818916674642104,3.10407779854248e-246,3.9623553098394756e-244
[23]Dehydrated,π-helix,118,41306,43225,10404507,0.6876308795445814,5.2956620961278686e-05,0.00018975193447599227
[34]Methyl,3₁₀-helix,5833,161803,260690,10060830,1.3912809717752086,9.65309639964897e-134,6.571828028881018e-132
[34]Methyl,IDR,25242,142394,2634992,7686528,0.5171100578666916,0.0,0.0
[34]Methyl,PPII-helix,5050,162586,395835,9925685,0.7788512617371408,5.940871579096209e-68,2.0222726855243495e-66
[34]Methyl,bend,12174,155462,619609,9701911,1.2261641543075663,1.983256964860637e-102,1.0548447981852514e-100
[34]Methyl,loop,713,166923,39972,10281548,1.0986920375244023,0.01362859732165282,0.031024350389816897
[34]Methyl,turn,16499,151137,839083,9482437,1.2336781384372002,1.9479671724902073e-142,1.4414957076427534e-140
[34]Methyl,unassigned,19636,148000,924384,9397136,1.3487591392929954,0.0,0.0
[34]Methyl,ß-bridge,1196,166440,59590,10261930,1.2374542026930078,3.679054779291478e-13,2.6797794155581006e-12
[34]Methyl,ß-strand,22187,145449,1216265,9105255,1.1419622492767931,1.5851963242044893e-74,5.908038271086221e-73
[34]Methyl,α-helix,58547,109089,3282111,7039409,1.1510829472187927,1.5720390701239714e-163,1.2741002368338092e-161
[34]Methyl,π-helix,546,167090,42797,10278723,0.7848163090336381,2.0064577089045476e-08,1.050766467863243e-07
[35]Oxidation,3₁₀-helix,4276,108725,262247,10113908,1.516759592549489,6.277031202927946e-157,4.856139594265165e-155
[35]Oxidation,IDR,18700,94301,2641534,7734621,0.5806415915891127,0.0,0.0
[35]Oxidation,PPII-helix,8303,104698,392582,9983573,2.0167509349917894,0.0,0.0
[35]Oxidation,bend,8302,104699,623481,9752674,1.2403397998062586,7.964675188824065e-79,3.2021757097744626e-77
[35]Oxidation,loop,465,112536,40220,10335935,1.0618646952583992,0.20750000093313975,0.3165506437898451
[35]Oxidation,turn,13590,99411,841992,9534163,1.5479595989462678,0.0,0.0
[35]Oxidation,unassigned,15727,97274,928293,9447862,1.6454988287600467,0.0,0.0
[35]Oxidation,ß-bridge,838,112163,59948,10316207,1.285700317431567,6.157300329832103e-13,4.453141003416815e-12
[35]Oxidation,ß-strand,12913,100088,1225539,9150616,0.9633150259293789,7.13659859574765e-05,0.0002507878350301962
[35]Oxidation,α-helix,29470,83531,3311188,7064967,0.7527638475339469,0.0,0.0
[35]Oxidation,π-helix,405,112596,42938,10333217,0.8656170436953063,0.004174905838687377,0.010820847315907486
[36]Dimethyl,3₁₀-helix,1159,36283,265364,10186350,1.2261873645033363,9.479202695945399e-12,6.360158865374139e-11
[36]Dimethyl,IDR,5459,31983,2654775,7796939,0.50129146860369,0.0,0.0
[36]Dimethyl,PPII-helix,1160,36282,399725,10051989,0.8040026195039022,2.786831690167346e-13,2.041544133428188e-12
[36]Dimethyl,bend,2689,34753,629094,9822620,1.2081206340827504,4.149683052971301e-21,4.6980668887963335e-20
[36]Dimethyl,loop,120,37322,40565,10411149,0.8252081701678913,0.03943019299366255,0.07901513556736302
[36]Dimethyl,turn,4123,33319,851459,9600255,1.3952126485098986,8.074459850095754e-91,3.853102055569058e-89
[36]Dimethyl,unassigned,4090,33352,939930,9511784,1.2409888916134384,9.353821082646643e-39,1.9900254353330736e-37
[36]Dimethyl,ß-bridge,279,37163,60507,10391207,1.289299498029691,2.716693183037389e-05,0.00010044486164075965
[36]Dimethyl,ß-strand,4750,32692,1233702,9218012,1.0856232100708505,1.3336623071797251e-07,6.496259781500329e-07
[36]Dimethyl,α-helix,13487,23955,3327171,7124543,1.205593984366588,1.8185441833054685e-67,6.068945490168445e-66
[36]Dimethyl,π-helix,126,37316,43217,10408497,0.8132215261116009,0.022770075897621186,0.04893266310322129
[37]Trimethyl,3₁₀-helix,224,6036,266299,10216597,1.4237558264072894,2.255812475696453e-07,1.069468755887288e-06
[37]Trimethyl,IDR,727,5533,2659507,7823389,0.38651604586343247,7.018517497907264e-138,4.977298658932568e-136
[37]Trimethyl,PPII-helix,251,6009,400634,10082262,1.0511911436150039,0.45821331542997723,0.58969260111016
[37]Trimethyl,bend,492,5768,631291,9851605,1.3311201071306642,1.189139179410452e-09,6.899709829624736e-09
[37]Trimethyl,loop,26,6234,40659,10442237,1.0711330082953283,0.804195887603115,0.8901545758776749
[37]Trimethyl,turn,635,5625,854947,9627949,1.271293384138302,1.0510039116561925e-08,5.678757643297903e-08
[37]Trimethyl,unassigned,708,5552,943312,9539584,1.2896084720368906,1.9391088662533984e-10,1.1871810396990232e-09
[37]Trimethyl,ß-bridge,44,6216,60742,10422154,1.2145350970052164,0.22898176845657814,0.3430695157685704
[37]Trimethyl,ß-strand,814,5446,1237638,9245258,1.1165345534210183,0.003565048697660323,0.009392744401575651
[37]Trimethyl,α-helix,2313,3947,3338345,7144551,1.254157935464475,5.128143570471919e-18,4.940434164307475e-17
[37]Trimethyl,π-helix,26,6234,43317,10439579,1.005150664288662,1.0,1.0
[39]Methylthio,3₁₀-helix,384,9902,266139,10212731,1.4881327501323642,1.9091367959937466e-14,1.4926366498969003e-13
[39]Methylthio,IDR,1362,8924,2658872,7819998,0.4488763841940831,1.2011405949456878e-175,1.1150952505077603e-173
[39]Methylthio,PPII-helix,284,10002,400601,10078269,0.7143407192660634,2.2854901539079233e-08,1.189573162676234e-07
[39]Methylthio,bend,979,9307,630804,9848066,1.6422130153727275,4.22083197070344e-50,1.099569798082233e-48
[39]Methylthio,loop,52,10234,40633,10438237,1.305287551293818,0.06555752179552585,0.12270407121992485
[39]Methylthio,turn,1382,8904,854200,9624670,1.7488363533456481,3.9470523589515976e-85,1.6935839785551983e-83
[39]Methylthio,unassigned,1755,8531,942265,9536605,2.0820824041105226,1.679837305935457e-179,1.5883794970567486e-177
[39]Methylthio,ß-bridge,88,10198,60698,10418172,1.4811014475899837,0.00028913591534921113,0.0009296775716455113
[39]Methylthio,ß-strand,1473,8813,1236979,9241891,1.248755724366561,3.064271041226338e-15,2.5317423845471977e-14
[39]Methylthio,α-helix,2490,7796,3338168,7140702,0.6832194733040368,4.129151980497416e-62,1.2934631909460004e-60
[39]Methylthio,π-helix,37,10249,43306,10435564,0.8699375662838259,0.44163111422836476,0.5727631367157812
[40]Sulfo,3₁₀-helix,1332,82058,265191,10140575,0.6207076495177554,1.2935696765939265e-67,4.3453728741372295e-66
[40]Sulfo,IDR,51166,32224,2609068,7796698,4.74490292612587,0.0,0.0
[40]Sulfo,PPII-helix,3741,79649,397144,10008622,1.1836782357580287,1.061002759387234e-23,1.3749949465561465e-22
[40]Sulfo,bend,4207,79183,627576,9778190,0.8278138823857103,1.0057991581592936e-32,1.7350035478247814e-31
[40]Sulfo,loop,611,82779,40074,10365692,1.9092229273764505,5.211905634716437e-58,1.520685152620693e-56
[40]Sulfo,turn,3859,79531,851723,9554043,0.5442859852240475,9.218290348532606e-306,1.3843703094002201e-303
[40]Sulfo,unassigned,4720,78670,939300,9466466,0.6046671923063094,7.317370380136599e-251,9.580126451532685e-249
[40]Sulfo,ß-bridge,320,83070,60466,10345300,0.6590792173005061,8.992176045876535e-14,6.752066307389058e-13
[40]Sulfo,ß-strand,4264,79126,1234188,9171578,0.4004614621817153,0.0,0.0
[40]Sulfo,α-helix,9052,74338,3331606,7074160,0.25855617563673705,0.0,0.0
[40]Sulfo,π-helix,69,83321,43274,10362492,0.1983041416367086,2.880910260508747e-50,7.543552712901366e-49
[41]Hex,3₁₀-helix,835,25200,265688,10197433,1.2717591051719335,9.073529862758949e-12,6.104010998583292e-11
[41]Hex,IDR,3350,22685,2656884,7806237,0.43388552572513633,0.0,0.0
[41]Hex,PPII-helix,779,25256,400106,10063015,0.7757574315858246,3.041377082867799e-12,2.0985501871787814e-11
[41]Hex,bend,1999,24036,629784,9833337,1.2985536551456873,3.0901960432984886e-29,4.795909117654128e-28
[41]Hex,loop,109,25926,40576,10422545,1.0799298070828742,0.4530470249616312,0.5844512656528774
[41]Hex,turn,2625,23410,852957,9610164,1.263372895975772,6.971612177087898e-30,1.1054985023667953e-28
[41]Hex,unassigned,3458,22577,940562,9522559,1.5506900471009053,5.492554861936903e-129,3.5955109134679265e-127
[41]Hex,ß-bridge,232,25803,60554,10402567,1.5445979981468656,4.3671285349101756e-11,2.78731978740642e-10
[41]Hex,ß-strand,4426,21609,1234026,9229095,1.531833441821432,6.408883651348329e-149,4.8123176358506713e-147
[41]Hex,α-helix,8129,17906,3332529,7130592,0.9713823176181358,0.030636255823571712,0.06364105192258446
[41]Hex,π-helix,92,25943,43251,10419870,0.8543459778783998,0.14461254569573107,0.23640087890542927
[42]Lipoyl,3₁₀-helix,53,1570,266470,10221063,1.2948634147938882,0.07567663687743745,0.13834762187475677
[42]Lipoyl,IDR,225,1398,2660009,7827524,0.4736054032874073,2.421105980446061e-26,3.5020303501862854e-25
[42]Lipoyl,PPII-helix,55,1568,400830,10086703,0.8826847954397686,0.3978771592164939,0.5296366135043398
[42]Lipoyl,bend,101,1522,631682,9855851,1.0353861443057721,0.7746865105708922,0.8687786784482705
[42]Lipoyl,loop,6,1617,40679,10446854,0.9529200996753577,1.0,1.0
[42]Lipoyl,turn,170,1453,855412,9632121,1.3174371272245018,0.0007621802623058187,0.002286540786917456
[42]Lipoyl,unassigned,163,1460,943857,9543676,1.1288707871219348,0.15408848895442867,0.2486649256009206
[42]Lipoyl,ß-bridge,15,1608,60771,10426762,1.6005096328104258,0.09568889163173742,0.16784180029943363
[42]Lipoyl,ß-strand,220,1403,1238232,9249301,1.1713101300570476,0.03201559591358987,0.06614850210771633
[42]Lipoyl,α-helix,610,1013,3340048,7147485,1.288608329060125,8.063746914913125e-07,3.6112493213811474e-06
[42]Lipoyl,π-helix,5,1618,43338,10444195,0.7447278474127622,0.6405765255129245,0.7548854391112507
[43]HexNAc,3₁₀-helix,312,11077,266211,10211556,1.0804343044224576,0.18769903849638112,0.29210341071701373
[43]HexNAc,IDR,3161,8228,2657073,7820694,1.1307641214525574,4.563850515528946e-09,2.5551557820494297e-08
[43]HexNAc,PPII-helix,336,11053,400549,10077218,0.7647933610106828,1.3637855917491453e-06,5.951700197838578e-06
[43]HexNAc,bend,872,10517,630911,9846856,1.2940590621907566,2.6591402538188317e-13,1.9536072138127992e-12
[43]HexNAc,loop,69,11320,40616,10437151,1.5663451986927814,0.00024358030816969687,0.0007901658535670091
[43]HexNAc,turn,1135,10254,854447,9623320,1.2466436998173132,1.9248412305407603e-12,1.3463341538549484e-11
[43]HexNAc,unassigned,1623,9766,942397,9535370,1.6815332315617342,2.5622589202626554e-85,1.1087198344797558e-83
[43]HexNAc,ß-bridge,97,11292,60689,10417078,1.4744729152182867,0.00016511918810922422,0.0005481785269737964
[43]HexNAc,ß-strand,1567,9822,1236885,9240882,1.1919366355886598,1.1613969432913487e-10,7.231820478592228e-10
[43]HexNAc,α-helix,2188,9201,3338470,7139297,0.5085343087215545,2.5678771321749555e-184,2.4738831390349664e-182
[43]HexNAc,π-helix,27,11362,43316,10434451,0.5724403494082833,0.0042509490173388365,0.010995615847280699
[44]Farnesyl,3₁₀-helix,16,608,266507,10222025,1.0093568195009393,1.0,1.0
[44]Farnesyl,IDR,61,563,2660173,7828359,0.31884696885914615,5.437877475207086e-19,5.6549495699404036e-18
[44]Farnesyl,PPII-helix,26,598,400859,10087673,1.0941365374380259,0.7302363629481541,0.8296811012935635
[44]Farnesyl,bend,53,571,631730,9856802,1.448252519150495,0.012082479685975237,0.02788079074739223
[44]Farnesyl,turn,53,571,855529,9633003,1.0451213541215174,0.8148069346576559,0.8981874370384264
[44]Farnesyl,unassigned,109,515,943911,9544621,2.1401632865399014,2.4474777063740797e-13,1.8006946929028895e-12
[44]Farnesyl,ß-strand,144,480,1238308,9250224,2.241015320905623,4.616393721921934e-18,4.498340905368969e-17
[44]Farnesyl,α-helix,141,483,3340517,7148015,0.6246600776752976,8.734781829447117e-07,3.895178691804103e-06
[45]Myristoyl,3₁₀-helix,31,1199,266492,10221434,0.9916768231314947,1.0,1.0
[45]Myristoyl,IDR,109,1121,2660125,7827801,0.286126852191195,3.529119333071494e-40,7.733769662945514e-39
[45]Myristoyl,PPII-helix,44,1186,400841,10087085,0.9336014789444821,0.7089886166489014,0.8116806898227109
[45]Myristoyl,bend,102,1128,631681,9856245,1.410927662552001,0.001017204399449895,0.002983254258237314
[45]Myristoyl,turn,125,1105,855457,9632469,1.273758721337996,0.01179670683908561,0.027341799873069055
[45]Myristoyl,unassigned,170,1060,943850,9544076,1.6217128761065926,4.66074289512379e-09,2.606544712212713e-08
[45]Myristoyl,ß-bridge,10,1220,60776,10427150,1.4062860771184484,0.37288612538761834,0.5034258477602273
[45]Myristoyl,ß-strand,238,992,1238214,9249712,1.7922466839204458,3.522940279822322e-16,3.0854430649696014e-15
[45]Myristoyl,α-helix,385,845,3340273,7147653,0.9749571261082676,0.7025739212912002,0.8066882037582344
[45]Myristoyl,π-helix,4,1226,43339,10444587,0.786288468915365,0.7956662295722323,0.8845355471795816
[46]PyridoxalPhosphate,3₁₀-helix,48,1145,266475,10221488,1.6080272455652829,0.0015659362008104446,0.004419939326333958
[46]PyridoxalPhosphate,IDR,145,1048,2660089,7827874,0.4071499434334199,1.4288011987470043e-25,1.945455712213921e-24
[46]PyridoxalPhosphate,PPII-helix,38,1155,400847,10087116,0.8279230806688914,0.28394140453702416,0.4062215779114725
[46]PyridoxalPhosphate,bend,95,1098,631688,9856275,1.3499927949143877,0.005858208707847645,0.014706004750378601
[46]PyridoxalPhosphate,turn,110,1083,855472,9632491,1.1436602877093303,0.19725486749236235,0.3039177288521431
[46]PyridoxalPhosphate,unassigned,128,1065,943892,9544071,1.2152670366978604,0.041684822608888714,0.08265736087028575
[46]PyridoxalPhosphate,ß-bridge,8,1185,60778,10427185,1.1582233355868137,0.8230018707453362,0.9033023114498719
[46]PyridoxalPhosphate,ß-strand,158,1035,1238294,9249669,1.1403000944988761,0.1353612474036052,0.2236022417479159
[46]PyridoxalPhosphate,α-helix,453,740,3340205,7147758,1.309975582903412,6.529292875455648e-06,2.6209567155720547e-05
[47]Palmitoyl,3₁₀-helix,138,3985,266385,10218648,1.3284170275618992,0.0011932405824016331,0.0034421957139789488
[47]Palmitoyl,IDR,955,3168,2659279,7825754,0.8871161517479138,0.0012461530823832838,0.0035726320261926145
[47]Palmitoyl,PPII-helix,135,3988,400750,10084283,0.8518244721688459,0.07286794203481493,0.13417371512072307
[47]Palmitoyl,bend,335,3788,631448,9853585,1.3800394836288983,1.6879225347181825e-08,8.912649909277186e-08
[47]Palmitoyl,loop,18,4105,40667,10444366,1.1261579064351632,0.7055344547285518,0.8086327555205355
[47]Palmitoyl,turn,363,3760,855219,9629814,1.087074574254254,0.13603245830079488,0.22449312607752384
[47]Palmitoyl,unassigned,561,3562,943459,9541574,1.5928172017143132,6.301181807899144e-25,8.466798502929744e-24
[47]Palmitoyl,ß-bridge,37,4086,60749,10424284,1.5538549057451818,0.009679245976854652,0.022955053394249816
[47]Palmitoyl,ß-strand,590,3533,1237862,9247171,1.247512861628609,7.143392370246874e-07,3.210753648105681e-06
[47]Palmitoyl,α-helix,984,3139,3339674,7145359,0.6706929802882063,4.398380848168074e-28,6.605333120807702e-27
[47]Palmitoyl,π-helix,7,4116,43336,10441697,0.40977450838190177,0.020570083944759673,0.04478927446564729
[48]GeranylGeranyl,3₁₀-helix,18,867,266505,10221766,0.7962949856689718,0.39434647707366577,0.5260427219533749
[48]GeranylGeranyl,IDR,76,809,2660158,7828113,0.2764488097996384,2.9169436965625114e-30,4.6836209165560325e-29
[48]GeranylGeranyl,PPII-helix,22,863,400863,10087408,0.6414982849473293,0.04709310809323613,0.09198829759910623
[48]GeranylGeranyl,bend,74,811,631709,9856562,1.4237025379330386,0.004325708651649413,0.01117766618184307
[48]GeranylGeranyl,turn,70,815,855512,9632759,0.9670858313411516,0.8357724882476016,0.912681252444356
[48]GeranylGeranyl,unassigned,142,743,943878,9544393,1.9325555244828458,3.724822897439695e-13,2.7092515262574192e-12
[48]GeranylGeranyl,ß-bridge,13,872,60773,10427498,2.557975067996305,0.0010964191205336195,0.003191742320093877
[48]GeranylGeranyl,ß-strand,224,661,1238228,9250043,2.5315685398200953,2.692888514343882e-35,5.208291194787827e-34
[48]GeranylGeranyl,α-helix,233,652,3340425,7147846,0.7646836193421808,0.000484005609298001,0.0014977773582276323
[49]Phosphopantetheine,3₁₀-helix,55,1784,266468,10220849,1.1825234161838463,0.24940037977701388,0.3670909020298163
[49]Phosphopantetheine,IDR,615,1224,2659619,7827698,1.4787962239379873,2.0507429889883195e-15,1.7222193588444672e-14
[49]Phosphopantetheine,PPII-helix,79,1760,400806,10086511,1.129590875805706,0.31765457121306107,0.44291213561274984
[49]Phosphopantetheine,bend,150,1689,631633,9855684,1.3857457904674668,0.00014662635509722448,0.0004912560164871576
[49]Phosphopantetheine,loop,7,1832,40678,10446639,0.9812723598112431,1.0,1.0
[49]Phosphopantetheine,turn,151,1688,855431,9631886,1.0072351059129911,0.966289857954305,1.0
[49]Phosphopantetheine,unassigned,237,1602,943783,9543534,1.4959700851058566,7.248795730325315e-09,3.9670258305510246e-08
[49]Phosphopantetheine,ß-bridge,17,1822,60769,10426548,1.600880836481438,0.0726330622051552,0.13378947172421443
[49]Phosphopantetheine,ß-strand,176,1663,1238276,9249041,0.7904959834881639,0.0033208047077745648,0.008799184659002039
[49]Phosphopantetheine,α-helix,346,1493,3340312,7147005,0.4958534545498184,4.892946479419405e-33,8.483571516499305e-32
[49]Phosphopantetheine,π-helix,6,1833,43337,10443980,0.7888528027233148,0.689481657464556,0.7952322889121354
[50]FAD,3₁₀-helix,15,244,266508,10222389,2.3579988341013722,0.0017665151173516225,0.0049234859111339435
[50]FAD,IDR,21,238,2660213,7828684,0.2596657618371603,2.777356077601443e-10,1.684225668911279e-09
[50]FAD,PPII-helix,5,254,400880,10088017,0.49536772054236583,0.15397781478240694,0.2486649256009206
[50]FAD,bend,20,239,631763,9857134,1.3056553958913026,0.3084127674557682,0.4333394580707629
[50]FAD,turn,17,242,855565,9633332,0.7909646484153602,0.4103783176712379,0.5418877115286066
[50]FAD,unassigned,38,221,943982,9544915,1.7385999988054839,0.0020626675514191163,0.005674558468505392
[50]FAD,ß-strand,70,189,1238382,9250515,2.766607288111961,6.6564794852173e-14,5.020381721051631e-13
[50]FAD,α-helix,56,203,3340602,7148295,0.59029583538412,0.0005279750712550685,0.0016210707840218761
[53]HNE,3₁₀-helix,514,16555,266009,10206078,1.1912323706426144,0.0001027689371103652,0.0003520599235547101
[53]HNE,IDR,3349,13720,2656885,7815202,0.7180066837295835,1.203841059187547e-66,3.9914366546828665e-65
[53]HNE,PPII-helix,731,16338,400154,10071933,1.126170510379945,0.001795731910868185,0.004994012601793547
[53]HNE,bend,1065,16004,630718,9841369,1.0383442338142945,0.24120112447000663,0.3566675185473078
[53]HNE,loop,90,16979,40595,10431492,1.3620852334046518,0.004096489338540213,0.010650037964656989
[53]HNE,turn,1499,15570,854083,9618004,1.0841712738438252,0.0029527904705837216,0.007922726296794788
[53]HNE,unassigned,1612,15457,942408,9529679,1.0545790473619432,0.0438518419824643,0.08638406834971556
[53]HNE,ß-bridge,99,16970,60687,10411400,1.0008449802501487,1.0,1.0
[53]HNE,ß-strand,1992,15077,1236460,9235627,0.9868717398475327,0.5878032677219551,0.7090086902802659
[53]HNE,α-helix,6074,10995,3334584,7137503,1.182453839144928,1.0910595058799473e-25,1.4935522351268126e-24
[53]HNE,π-helix,40,17029,43303,10428784,0.5657004618808859,0.0003354253782547255,0.0010690898760103798
[54]Glucuronyl,3₁₀-helix,114,4100,266409,10218533,1.0664994947709687,0.5293070078754252,0.6577957017372644
[54]Glucuronyl,IDR,1252,2962,2658982,7825960,1.244060500110542,9.669536342423101e-11,6.059006563146375e-10
[54]Glucuronyl,PPII-helix,175,4039,400710,10084232,1.0903774050626862,0.27991591580566466,0.4012494851498382
[54]Glucuronyl,bend,331,3883,631452,9853490,1.3301797751398678,6.833052777184858e-07,3.0875723433899016e-06
[54]Glucuronyl,loop,20,4194,40665,10444277,1.2247830696877102,0.43420177757443945,0.566292280024288
[54]Glucuronyl,turn,349,3865,855233,9629709,1.0167276675465466,0.7882380215416354,0.877806616792059
[54]Glucuronyl,unassigned,545,3669,943475,9541467,1.502220022763831,5.76445454641104e-19,5.970244404457358e-18
[54]Glucuronyl,ß-bridge,35,4179,60751,10424191,1.4370921012749767,0.04075793472114736,0.08119782079054953
